Sentence,Class
ሠራተኞች በአግባቡ የተወሰነ የሥራ ሰዓት ዕረፍት፣ የመዝናኛ ጊዜ፣ በየጊዜው ከክፍያ ጋር የሚሰጡ የዕረፍት ቀኖች፣ ደመወዝ የሚከፈልባቸው የሕዝብ በዓላት እንዲሁም ጤናማና አደጋ የማያደረስ የሥራ አካባቢ የማግኘት መብት አላቸው,Constitutional law
በፍሕቁ 16761 ላይ በግልጽ እንደተቀመጠው ውሎች አይነታቸውም ሆነ ምክንያታቸው ማንኛውም ቢሆን በውል ሕግ ጠቅላላ ደንቦች ይመራሉ,Labor law
አብዛኛውን ጊዜ ዳኞች  አንቀጽ 66 ሥር ዐቃቤ ሕግ ለሚያቀርበው ተቃውሞ ማስረጃ እንዲያቀርብ ይጠይቃሉ,Criminal law
የማይንቀሳቀሱ ንብረቶች የሽያጭ ዋጋ ከሚንቀሳቀሱ ዕቃዎች የሽያጭ ዋጋ በፊት በአንድነት ክፍያው የተደረገ እንደ  ከማይንቀሳቀሱ ንብረቶች የሸያጭ ዋጋ በሙሉ ዋጋቸውን ያልተቀበሉ የመያዣ ልዩ መብት ያላቸው ገንዘብ ጠያቂዎች በቁጥር 1041 እና በተከታዮቹ ውሳኔዎች መሠረት መብታቸው ተቀባይነት አግኝቶ እንደ ሆነ ባልተከፈላቸው ገንዘብ መጠን ለኅብረቱ ከሚከፈለው ገንዘብ ውስጥ ከተራ ገንዘበ ጠያቂዎች ጋራ ተካፋይ ይሆናሉ,commercial law
በዚህ ሕግ ስለአባትነት የተደነገጉት የሕግ ግምቶች በሕግ አባት ነው የሚባለው ሰው መጥፋቱ በተነገረበት ፍርድ ላይ ስለመኖሩ ወሬ የተሰማበት የመጨረሻ ቀን ነው ከተባለበት ከ፫፻ ቀናት በኋላ ለተወለደ ልጅ ተፈፃሚነት አይኖረውም,Family law
በዚህ ልዩ ሁኔታ ውስጥ ሊወድቁ የሚችሉ የሥራ ግንኙነቶችን በዚህ መልኩ ለአብነት መጥቀስ ከተቻለ ሌሎችን በተመሳሳይ ሁኔታ ዝርዝር ድንጋጌዎችን በማየት በቀላሉ መገንዘብ የሚቻል በመሆኑ በቀጣይ በአዋጁ አንቀጽ 32 እና 3አማካኝነት አዋጁ ተፈጻሚ የማይሆንባቸው የቅጥር ግንኙነቶችን መመልከቱ ተገቢነት ይኖረዋል,Labor law
የሆነ ሆኖ ባለመክፈሉ የእንቢታ ማስታወቅያ ከተደረገ ይህንኑ ማስታወቂያ ለመጻፍ የተወሰነው ጊዜ ካለፈ በኋላ በጀርባው ለይ መፈረም የመደበኛ ማስተላለፍ ውጤቶች ብቻ ይኖሩበታል,commercial law
ማኅበሩን ለማፍረስ ሒሳብ በሚያጣራበት ጊዜ ለባለዕዳቸው ለሚደርሰው ድርሻ ማረጋገጫ እንዲሆናቸው ማናቸውም የመብት አጠባበቅ ጥንቃቄ እንዲደረግላቸው ለመጠየቅ ይችላሉ,commercial law
ሴቶች ሠራተኞች ለተመሳሳይ ሥራ ተመሳሳይ ክፍያ የማግኘት መብታቸው የተጠበቀ ነው,Constitutional law
በክርክሩ ላይ የቀረበው ጽሑፍ ቀሪ ደብዳቤዎች የሚያዝበት መዝገብ የገቢና የወጭ መዝገብ የንግድ ቤት ሂሣብ መዝገብ የዕለት ሂሣብ የሚያዝበት ደብተር በሆነ ጊዜ ለማስረጃነት ይጠቅመኛል ብሎ የሚያቀርበው ወገን ትክክል ግልባጩን እንዲያቀርብ ይፈቀድለታል,Civil law
ገቢ ካልተደረገና የተፈረመ የገንዘብ ግዴታ ከሆነ ግን ዋስትና የፍትሐብሔር ኃላፊነት ስለሆነ የፍትሐብሔር ክርክር በሚመራበት መልኩ መመራት አለበት የሚሉ ወገኖች አሉ,Criminal law
ጉዲፈቻ አድራጊው በጉዲፈቻ የተቀበለውን ልጅ እንደልጁ በማሳደግ ፋንታ በባርነት ባርነትን በሚመስል ሁኔታ ከግብረ ገብ ውጪ በሆኑ ተግባሮች እንዲሠማራ በማድረግ መጠቀሚያ ያደረገው እንደሆነ,Family law
ክስ በፍቤት ያልተመሠረተበት ጉዳይ ከሆነም መርማሪው ምርመራ መዝገቡ በእጁ ያለ የነበረ እንደመሆኑ ወዲያውኑ አስተያየቱን ለመስጠት ይቸገራል ሊባል አይችልም,Criminal law
የብርበራ ትእዛዝ ለፍቤት ጥያቄ ቀርቦ ሊገኝ ይችላል,Criminal law
ዋስ እንዲጠራ ማዘዝ አለበት,Civil law
እንዲሁም ለፍርድ ቤቱ በቀረበው ማመልከቻ ላይ ነገሩን በምስክርነት ለማስረዳት ይችላሉ ተብለው የተጠቀሱት ምስክሮች እንዲቀርቡ ፍርድ ቤቱ ጥሪ ሊሰጥ ይችላል,Civil law
ከዚህ በላይ የተመለከተው ሁኔታ ባጋጠመ ጊዜ የልደት ምስክር ወረቀቱ እንዲታረም ይደረጋል,Family law
በዚህ አንቀጽ ንዑስ አንቀጽ መሰረት የሚታወጅ የአስቸኳይ ጊዜ አዋጅ,Constitutional law
በዚህ ክፍል መሠረት ጋብቻው በፍቺ የፈረሰ እንደሆነ፣ ፍርድ ቤቱ ፍቺው ስለሚያስከትለው ውጤት እንዲስማሙ ባልና ሚስቱን ይጠይቃቸዋል,Family law
አስተዳዳሪዎቹም የመጨረሻው የሒሳብ ማጠቃለያ ጊዜና የሒሳቡ ማጣራት በተጀመረበት ጊዜ መካከል ባለው ጊዜ ያደረጉትን የሥራቸውን መግለጫ ያስረክቧቸዋል,commercial law
በዚህ አግባብ የተወሰኑ የአዋጁ ድንጋጌዎች ተፈጻሚ ከማይሆኑባቸው መካከል ለአብነት ለመጥቀስ ያህል በአዋጁ አንቀጽ 31 መሰረት የሙከራ ጊዜውን ያልጨረሰ ሠራተኛ ለአሠሪው የ30 ቀናት የማስጠንቀቂያ ጊዜ ለመስጠት አይገደድም፤ ከዚህም በተጨማሪ በአንቀጽ 39 እና ተከታይ ድንጋጌዎች መሰረት የተቀመጠውን የሥራ ስንብት ክፍያ ለማግኘት ሠራተኛው የሙከራ ጊዜውን ሊጨርስ ይገባል፤ በአንቀጽ 515 መሰረት የሙያ መልመጃ ውል ያለው ተለማማጅ የሥራ ስንብት ክፍያ፣ የካሳ ክፍያ እና ወደ ሥራ የመመለስ ጥያቄን ሊያነሳ አይችልም,Labor law
ፍርድ ለሚገባቸው ላንድ ለብዙዎች ከሳሾች የሚገባውን ፍርድ በመስጠት አንድ ብዙዎች ተከሳሾች በአላፊነት ስለሚጠየቁበት ክስ እንደየአላፊነታቸው መጠን እንዲፈረድባቸው በማድረግ,Civil law
ምስክር እንዲጠራለት ለፍርድ ቤት የሚያመለክት ተከራካሪ ሁሉ የመጥሪያውን ትእዛዝ ከመቀበሉ በፊት ፍርድ ቤቱ በወሰ ልክ ለምስክሮች መጓጓዣነት ለሌላም የቀን ወጭ የሚሆን ገንዘብ እንዲያስቀምጥ ይገደዳል,Civil law
በአዋጁ አንቀጽ 32ሐ ላይ የተገለጹትና ያለምንም ቅድመ-ሁኔታ ከአዋጅ ውጪ የተደረጉት ሠራተኞች ደግሞ የሥራ መሪዎች ናቸው,Labor law
እሽግ እንዲነሳ ማመልከቻ ሲቀርብ ፍርድ ቤቱ በራሱ አስተያየት እሽጉን ማንሳት ተገቢ መሆኑን ሲገምት ትእዛዙን በሚሰጥበት ጊዜ ለጉዳዩ አግባብ ያላቸው ወገኖች ሁሉ እንዲቀርቡ ያዛል ባለጉዳዮቹም ቀርበው ያላቸውን አሳብ ለማመልከት ይችላሉ,Civil law
በሕግ ሥልጣን የተሰጠው ማንኛውም ፍርድ ቤት ክርክሩን ተቀብሎ የመጨረሻ የፍርድ ውሳኔ ከሰጠ በኋላ ቀድሞ በፍርድ የተወሰ ክርክር ሥረ ነገርና የተያዘው ጭብጥ አንድ ዓይነት ከሆነ በክርክሩ ላይ የነበሩት ከተከራካሪዎቹ መብት ያገኙ ሶስተኛ ወገኖች በዚያው ነገር ሁለተኛ ክስ ማናቸውንም ዓይነት ሌላ ክርክር ለማቅረብ አይችሉም,Civil law
የራሱን ልጆች በሚመለከት ጉዳይ ካልሆነ በስተቀር አካለመጠን ያልደረሰ ልጅ የአሳዳሪነት የሞግዚትነት ሥራን ለማካሄድ ችሎታ የለውም,Family law
የክልል ምክር ቤት በክልሉ ሥልጣን ስር በሆኑ ጉዳዮች የክልሉ የሕግ አውጪ አካል ነው,Constitutional law
በክርክሩ ውስጥ ያለ ከክርክሩ ውጭ የሆነ ማናቸውም ሰው ለፍርድ ቤት አቅርቦት የነበረው የጽሑፍ ማስረጃ እንዲመለስለት ጥያቄ ሲያቀርብ ያቀረበው ዋናው ጽሑፍ ከዚህ ቀጥሎ በተመለተው ሁኔታ ይመለስለታል,Civil law
የሀብት ክፍፍሉ በሚደረግበት ጊዜ እያንዳንዱ ተጋቢ ይበልጥ ጠቃሚነት ያላቸውን ንብረቶች እንዲያገኝ ለማድረግ ጥረት መደረግ ይኖርበታል,Family law
የሀገሪቱን የሕዝብ ቁጥር በየጊዜው የሚያጠናና ቆጠራ የሚያካሂድ የሕዝብ ቆጠራ ኮሚሽን ይኖራል,Constitutional law
በዚህ ሕግ መሠረት የጋራ ንብረቱን የሌላኛውን ተጋቢ ንብረት በብቸኝነት እንዲያስተዳድር ሥልጣን የተሰጠው ተጋቢ ከተሰጠው ሥልጣን ውጪ በፈፀማቸው ድርጊቶች ምክንያት ከብልሹ አስተዳደር የተነሳ የማንሳት መብት ይኖራቸዋል,Family law
ከዚህ በላይ በተመለከተው አንቀጽ መሠረት የሚቀርበው የመካድ ክስ ፍርድ ቤት ካልፈቀደ በስተቀር ሊቀርብ አይችልም,Family law
ፍርድ ቤቱ በራሱ አስተያየት በተከራካሪዎቹ ወገኖች አመልካችነት በሌላ ፍርድ ቤት ዘንድ የሚገኝ መዝገብ ሰነድ የጽሑፍ ማስረጃና ማንኛውም ፍርድ  የተሰጠበትን መዝገብ አስቀርቦ ለመመርመር ይችላል,Civil law
የሚያዝ እቃ ዝርዝር በታዘቢ ፊት ተመዝግቦ በገለልተኛ ሰው ሊፈረምበት ይገባል,Criminal law
ከዚህ በላይ ባለው ንዑሰ ቁጥር ለተመለከተው ጉዳይ በዚህ ሕግ በቁጥር 34 208 የተመለከቱትን ድንጋጌዎች መሠረት በማድረግ ስለሚቀርቡ  የአቤቱታ ማመልከቻዎች በፍርድ ቤቱ ትእዛዝ በብይን ምክንያት ስለሚቀርቡ ይግባኞች የሰነዶችንና የማስረጃዎችን ግልባጮች መቀበል በክርክሩ ጊዜ የቀረቡትን ጽሑፎች ግልባጭ ለማግኘት በፍርድ ቤትና በፍርድ ማስፈጸሚያ ክፍል የተያዘውን ገንዘብ ለማስመለስ የሚቀርበው አቤቱታና ክርክር ሁሉ ከዋናው የሥረ ነገር ክርክር ጋር የተያያዘ ጉዳይ ሆኖ ይቆጠራል,Civil law
ከዚህ መረዳት እንደሚቻለው ሁለቱም ሕጎች በተመሳሳይ ሁኔታ የሥራ ውል ትርጉምን የሚያስቀምጡ መሆኑን ነው,Labor law
እንዲሁም ይግባኝ የተባለበት ፍርድ ሲሆን ይግባኙን ተቀብሎ የወሰ ይግባኝ ሰሚ ፍርድ ቤት የውሣኔውን ትክክል ግልባጭ ነገሩን በመጀመሪያ ደረጃ ላየው ፍርድ ቤት ይልክለታል,Civil law
ለምን ቢባል በአንቀጽ 32ሀ ላይ ባነሳነውም ሆነ በተያዘው ጉዳይ ላይ ተቋማቱና ሰራተኞቻቸው የሚያደርጉትን የሥራ ውል የሚመለከት ከሆነ በእነዚህ ተቋማትና ባለሙያዎቻቸውሠራተኞቻቸው መካከል የሚደረጉ ማናቸውም በቅጥር ላይ የተመሰረቱ የውል ግንኙነቶች ሁሉ ከአዋጁ የተፈጻሚነት ሽፋን ውጭ ይሆናሉ ማለት ነው,Labor law
አንደኛው የተከሳሹ የዋስትና ጥያቄ  ቁጥር 28 መሰረት ቀርቦ በፖሊስ ተቀባይነት በማጣቱ ሲሆን፣ በሁለተኛ ደረጃ ተከሳሹ ተከሶ ለፍርድ ቤት ሲቀርብ በጉዳዩ የፍርድ ቤት ውሳኔ እስኪሰጥ ድረስ የሚቆይበትን ሁኔታ ለመወሰን ነው,Criminal law
መንግሥት የባሕልና የታሪክ ቅርሶችን የመንከባከብና ለሥነ ጥበብና ለስፖርትመስፋፋት አስተዋጽኦ የማድረግ ኃላፊነት አለበት,Constitutional law
የብርበራ ትእዛዝ አጠቃላይ ሊሆን አይችልም በተናጠል የሚበረበረውን ና የሚያዘውን እቃ ለይቶ ማመልከት አለበት,Criminal law
በሕግ የልጁ አባት ነህ የተባለው ሰው የዚሁ ልጅ አባት ሊሆን አለመቻሉን በማያጠራጥር አኳኋን በማስረዳት ለመካድ ይችላል,Family law
ይሁን እንጅ እንዲህ አይነት የሥራ ውል ግንኙነቶች ካላቸው ሀገራዊ ማህበራዊ፤ ኢኮኖሚያዊ እና ፖለቲካዊ አንድምታ አንጻር ሙሉ በሙሉ በተዋዋይ ወገኖች መልካም ፈቃደኝነት ላይም የተተው አይደለም,Labor law
ምርመራው የተጠየቀው በጠቅላላው ጉባኤ በፍርድ ቤት ውሳኔ የሆነ እንደ ሆነ የንግድ ሚኒስቴር ምርመራ ለማድረግና በቊጥር 381 የተመለከተውን ምርመራና ራፖር ለማዘጋጀት ችሎታ ያላቸውን አንድ ብዙዎች እንስፔክተሮች መምረጥ አለበት,commercial law
በየትኛውም ደረጃ የሚገኝ የዳኝነት አካል ከማንኛውም የመንግሥት አካል፣ከማንኛውም ባለሥልጣን ሆነ ከማንኛውም ሌላ ተጽዕኖ ነጻ ነው,Constitutional law
በ3ኛ ሰንጠረዥ በ1ኛ ፎርም ላይ የተገለፀው ለአንድ አላማ የሚውሉ ሁሉ ፎርሞች ሲሆኑ 1ኛው ተጠርጣሪ ራሱ ግዴታውን ካላከበረ በዋስትና ወረቀቱ ላይ የተገለፀውን የተወሰነ ገንዘብ ገቢ ለማድረግ በራሱ ግዴታ የሚገባበት ሲሆን፣ ሌላው ሁለተኛው ሌላ ሰው ለተከሳሹ ግዴታ የሚገባበት ነው,Criminal law
የፌዴራል ጠቅላይ ፍርድ ቤት ሰበር ሰሚ ችሎትም ቢሆን ለሥራ መሪ የሰጠው ትርጉም ከአዋጁ ያልተለየ መሆኑን በተለያዩ ውሳኔዎቹ ላይ በቀላሉ መገንዘብ ይቻላል,Labor law
በሶስተኛ ደረጃ ግዴታው ከሠራተኛው ስነ-ልቦናዊ ጤንነት አንጻር ሊታይ ምይችላል,Labor law
ከሥራ ውሉ ይዘት አንጻርመነሳት ያለበት ተጨማሪ ነገር ቢኖር በአንቀጽ 4 ላይ የተመለከተው የሥራ ውል የተለዬ ፎርም የማያስፈልገውና በአሠሪውና በሠራተኛው መካከል የሚደረገው ስምምነት በፅሑፍም ላይደረግ የሚችልበት አግባብ ያለ መሆኑ ነው,Labor law
ክስ የተነሳበትን መሬት የያዘ ወይም የተከራየ ሰው ለመንግሥት የሚከፈለውን ግብር ያልከፈለ  ለባለመሬቱ ሊከፍል የሚገባውን አበል ሳይከፍል የቀረ  መሬቱ እንዲሸጥ በታዘዘ ጊዜ በርስቱ ያገባኛል መብት አለኝ የሚል ሶስተኛ ወገን ሲቀርብ ለመንግሥት የሚከፈለውን ግብር ለባለርስቱ የሚከፈለውን አበል ከፍሎ ሽያጩ እንዲታገድለት ለመጠየቅ ይችላል,Civil law
የ1966 እኤአ የፌደራሉ ሕግ ግን ዳኞች ተከሳሹ ሌላ ወንጀል ይፈጽማል,Criminal law
የዋስትና መያዣ ያለው ገንዘብ ጠያቂ የሆነ ሰው የሚፈልገው ገንዘብ ሳይከፈለው ቢቀር የሕጉን ሥርዐት ሳይከተል የንግዱን መደብር ለማስያዝ ሊሸጠው ይችላል ተብሎ በማናቸውም አኳኋን ለመዋዋል አይችልም,commercial law
